2024-05-21 08:44:37,619 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-21 08:44:37,671 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-21 08:44:37,672 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2024-05-21 08:44:37,672 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2024-05-21 08:44:37,677 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-05-21 08:44:37,677 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-05-21 08:44:37,678 INFO  SwAddin.cs: 201 - Setting up command manager
2024-05-21 08:44:37,679 INFO  SwAddin.cs: 204 - Adding command manager
2024-05-21 08:44:37,682 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-05-21 08:44:37,682 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-05-21 08:44:37,682 INFO  SwAddin.cs: 210 - Adding event handlers
2024-05-21 08:44:37,688 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-05-21 10:07:37,624 INFO  SwAddin.cs: 294 - Assembly export called for file SO_5DOF_ARM100_05d.SLDASM
2024-05-21 10:07:39,335 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-21 10:07:39,538 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-21 10:07:39,580 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SO_5DOF_ARM100_05d.SLDASM
2024-05-21 10:07:39,589 INFO  ExportHelperExtension.cs: 1136 - Found 87 in SO_5DOF_ARM100_05d.SLDASM
2024-05-21 10:07:39,590 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SO_5DOF_ARM100_05d.SLDASM
2024-05-21 10:07:39,591 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-21 10:07:39,593 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2024-05-21 10:07:39,594 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wrist_Roll_05g-1
2024-05-21 10:07:39,595 INFO  ExportHelperExtension.cs: 1136 - Found 77 in Wrist_Roll_05g-1
2024-05-21 10:07:39,596 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wrist_Roll_05g-1
2024-05-21 10:07:39,597 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from STS3215_02a-7
2024-05-21 10:07:39,597 INFO  ExportHelperExtension.cs: 1136 - Found 68 in STS3215_02a-7
2024-05-21 10:07:39,598 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in STS3215_02a-7
2024-05-21 10:07:39,599 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from STS3215_02a-5
2024-05-21 10:07:39,599 INFO  ExportHelperExtension.cs: 1136 - Found 68 in STS3215_02a-5
2024-05-21 10:07:39,600 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in STS3215_02a-5
2024-05-21 10:07:39,600 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rotation_Pitch_04c-2
2024-05-21 10:07:39,601 INFO  ExportHelperExtension.cs: 1136 - Found 88 in Rotation_Pitch_04c-2
2024-05-21 10:07:39,602 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rotation_Pitch_04c-2
2024-05-21 10:07:39,602 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base_03-1
2024-05-21 10:07:39,603 INFO  ExportHelperExtension.cs: 1136 - Found 56 in Base_03-1
2024-05-21 10:07:39,603 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base_03-1
2024-05-21 10:07:39,604 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SO_ARM100_06b-5
2024-05-21 10:07:39,605 INFO  ExportHelperExtension.cs: 1136 - Found 98 in SO_ARM100_06b-5
2024-05-21 10:07:39,606 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SO_ARM100_06b-5
2024-05-21 10:07:39,607 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Moving_Jaw_04f-1
2024-05-21 10:07:39,607 INFO  ExportHelperExtension.cs: 1136 - Found 53 in Moving_Jaw_04f-1
2024-05-21 10:07:39,608 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Moving_Jaw_04f-1
2024-05-21 10:07:39,609 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SO_ARM100_06b-6
2024-05-21 10:07:39,609 INFO  ExportHelperExtension.cs: 1136 - Found 98 in SO_ARM100_06b-6
2024-05-21 10:07:39,610 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SO_ARM100_06b-6
2024-05-21 10:07:39,611 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Removable_Jaws_01e-1
2024-05-21 10:07:39,612 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Removable_Jaws_01e-1
2024-05-21 10:07:39,612 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Removable_Jaws_01e-1
2024-05-21 10:07:39,613 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from STS3215_02a-3
2024-05-21 10:07:39,614 INFO  ExportHelperExtension.cs: 1136 - Found 68 in STS3215_02a-3
2024-05-21 10:07:39,615 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in STS3215_02a-3
2024-05-21 10:07:39,616 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Removable_Jaws_01e-2
2024-05-21 10:07:39,617 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Removable_Jaws_01e-2
2024-05-21 10:07:39,617 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Removable_Jaws_01e-2
2024-05-21 10:07:39,618 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from STS3215_02a-4
2024-05-21 10:07:39,619 INFO  ExportHelperExtension.cs: 1136 - Found 68 in STS3215_02a-4
2024-05-21 10:07:39,620 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in STS3215_02a-4
2024-05-21 10:07:39,621 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wrist_Roll_Pitch_04c-2
2024-05-21 10:07:39,622 INFO  ExportHelperExtension.cs: 1136 - Found 71 in Wrist_Roll_Pitch_04c-2
2024-05-21 10:07:39,623 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wrist_Roll_Pitch_04c-2
2024-05-21 10:07:39,624 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from STS3215_02a-6
2024-05-21 10:07:39,624 INFO  ExportHelperExtension.cs: 1136 - Found 68 in STS3215_02a-6
2024-05-21 10:07:39,625 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in STS3215_02a-6
2024-05-21 10:07:39,626 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from STS3215_02a-8
2024-05-21 10:07:39,626 INFO  ExportHelperExtension.cs: 1136 - Found 68 in STS3215_02a-8
2024-05-21 10:07:39,627 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in STS3215_02a-8
2024-05-21 10:07:39,627 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SO_5DOF_ARM100_05d.SLDASM
2024-05-21 10:07:39,628 INFO  ExportHelperExtension.cs: 1136 - Found 87 in SO_5DOF_ARM100_05d.SLDASM
2024-05-21 10:07:39,628 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SO_5DOF_ARM100_05d.SLDASM
2024-05-21 10:07:39,629 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-21 10:07:39,629 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2024-05-21 10:07:39,630 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Wrist_Roll_05g-1
2024-05-21 10:07:39,630 INFO  ExportHelperExtension.cs: 1136 - Found 77 in Wrist_Roll_05g-1
2024-05-21 10:07:39,631 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Wrist_Roll_05g-1
2024-05-21 10:07:39,631 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from STS3215_02a-7
2024-05-21 10:07:39,632 INFO  ExportHelperExtension.cs: 1136 - Found 68 in STS3215_02a-7
2024-05-21 10:07:39,633 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in STS3215_02a-7
